Price,Close,High,Low,Open,Volume
Ticker,^KLSE,^KLSE,^KLSE,^KLSE,^KLSE
Date,,,,,
1999-03-26,500.1600036621094,505.1000061035156,495.6300048828125,499.2900085449219,37067600
1999-03-30,498.57000732421875,501.1400146484375,494.0799865722656,500.2799987792969,18406000
1999-03-31,502.82000732421875,508.7699890136719,496.0299987792969,498.5799865722656,36451800
1999-04-01,527.5599975585938,529.25,502.9100036621094,502.9100036621094,67653800
1999-04-02,540.0700073242188,541.739990234375,529.0900268554688,529.0900268554688,69220800
1999-04-05,535.8400268554688,550.3499755859375,534.5599975585938,537.1400146484375,64562600
1999-04-06,556.9299926757812,557.8400268554688,536.0900268554688,536.0900268554688,63942600
1999-04-07,556.5700073242188,563.3300170898438,545.6300048828125,557.0700073242188,67480200
1999-04-08,556.5800170898438,560.739990234375,552.010009765625,557.3400268554688,42202800
1999-04-09,568.0999755859375,571.239990234375,555.2000122070312,557.2899780273438,79060600
1999-04-12,571.4099731445312,573.22998046875,565.8900146484375,568.72998046875,54641000
1999-04-13,584.6300048828125,584.6300048828125,570.9099731445312,571.72998046875,86731800
